к + gent;"количество примеров для колонки ""к + gent""";непрямое дополнение, datv;"количество примеров для колонки ""непрямое дополнение, datv""";относительно + gent;"количество примеров для колонки ""относительно + gent""";непрямое дополнение, ablt;"количество примеров для колонки ""непрямое дополнение, ablt""";с + ablt;"количество примеров для колонки ""с + ablt""";в + accs;"количество примеров для колонки ""в + accs""";прямое дополнение, acc;"количество примеров для колонки ""прямое дополнение, acc""";в + nomn;"количество примеров для колонки ""в + nomn""";из + datv;"количество примеров для колонки ""из + datv"""
время;1;анализ;1;вершина;1;преобразование;1;коэффициент;1;угол;1;угол;1;параллелепипед;1;перенос;1
;;перенос;4;;;;;;;;;;;;;;
;;преобразование;10;;;;;;;;;;;;;;
;;движение;2;;;;;;;;;;;;;;
