непрямое дополнение, datv;"количество примеров для колонки ""непрямое дополнение, datv""";с + ablt;"количество примеров для колонки ""с + ablt""";на + datv;"количество примеров для колонки ""на + datv""";по + datv;"количество примеров для колонки ""по + datv""";непрямое дополнение, ablt;"количество примеров для колонки ""непрямое дополнение, ablt""";с + gent;"количество примеров для колонки ""с + gent""";прямое дополнение, acc;"количество примеров для колонки ""прямое дополнение, acc""";через + accs;"количество примеров для колонки ""через + accs""";непрямое дополнение, loct;"количество примеров для колонки ""непрямое дополнение, loct""";из + gent;"количество примеров для колонки ""из + gent""";в + accs;"количество примеров для колонки ""в + accs""";на + loct;"количество примеров для колонки ""на + loct""";от + gent;"количество примеров для колонки ""от + gent"""
окружность;5;центр;1;окружность;1;сторона;1;точка;2;прямая;1;"прямая
фига
вершина";"2
1
1";точка;1;поверхность;1;точка;1;логика;1;сфера;1;друг;1
