по + datv;"количество примеров для колонки ""по + datv""";на + gent;"количество примеров для колонки ""на + gent""";на + nomn;"количество примеров для колонки ""на + nomn""";подлежащее, nomn;"количество примеров для колонки ""подлежащее, nomn""";непрямое дополнение, datv;"количество примеров для колонки ""непрямое дополнение, datv""";в + accs;"количество примеров для колонки ""в + accs"""
вектор;1;плоскость;1;множитель;1;вектор;7;вектор;3;сумма;1
